SelectedPixelDifference,NormalizedActivity,Rat,Condition,Date,RelativeDay
247156.859380207,-0.28829106809678,Canute,1000Lux1,13-Dec-2023 23:21:02,1.00172978991571
264505.600902379,-0.282482752902307,Canute,1000Lux1,13-Dec-2023 23:26:02,1.00487731861271
1406930.80110497,0.0999983417871467,Canute,1000Lux1,14-Dec-2023 00:16:02,1.0415564891549
556246.46,-0.184808644231113,Canute,1000Lux1,14-Dec-2023 00:21:02,1.04339700617284
790838.385,-0.106267855509545,Canute,1000Lux1,14-Dec-2023 00:26:02,1.04686921296296
407686.307934014,-0.234546210926379,Canute,1000Lux1,14-Dec-2023 00:31:02,1.04934202343545
185321.794871795,-0.308993292766873,Canute,1000Lux1,14-Dec-2023 01:16:02,1.08312443943231
663503.71,-0.148899185663405,Canute,1000Lux1,14-Dec-2023 01:21:02,1.08506365740741
37890.62,-0.358352880726169,Canute,1000Lux1,14-Dec-2023 01:26:02,1.08853587962963
44545.0342348511,-0.356124999512929,Canute,1000Lux1,14-Dec-2023 01:31:02,1.09201039408118
345947.28,-0.255216282791983,Canute,1000Lux1,14-Dec-2023 01:36:02,1.09548032407408
602603.25,-0.169288507085727,Canute,1000Lux1,14-Dec-2023 01:41:02,1.0989525462963
473418.805,-0.212539135601,Canute,1000Lux1,14-Dec-2023 01:46:02,1.10242476851852
435226.69,-0.225325760012922,Canute,1000Lux1,14-Dec-2023 01:51:02,1.10589699074074
719749.57,-0.130068212659015,Canute,1000Lux1,14-Dec-2023 01:56:02,1.10936921296296
710882.88,-0.133036758255585,Canute,1000Lux1,14-Dec-2023 02:01:02,1.11284143518519
2908537.735,0.602732580989498,Canute,1000Lux1,14-Dec-2023 02:06:02,1.11631365740741
4226667.585,1.04403915220435,Canute,1000Lux1,14-Dec-2023 02:11:02,1.11978587962963
3457200.64690027,0.786423549222608,Canute,1000Lux1,14-Dec-2023 02:16:02,1.12324626260358
89040.56,-0.341228008969987,Canute,1000Lux1,14-Dec-2023 02:21:02,1.12673033564815
78922.925,-0.344615367818323,Canute,1000Lux1,14-Dec-2023 02:26:02,1.1302025462963
1156800.955,0.0162554960097873,Canute,1000Lux1,14-Dec-2023 02:31:02,1.13367476851852
503358.525,-0.20251539235876,Canute,1000Lux1,14-Dec-2023 02:36:02,1.13714699074074
316944.26,-0.264926421221119,Canute,1000Lux1,14-Dec-2023 02:41:02,1.14061921296296
72541.55,-0.346751836179833,Canute,1000Lux1,14-Dec-2023 02:46:02,1.14409143518519
356273.93,-0.251758946245333,Canute,1000Lux1,14-Dec-2023 02:51:02,1.14756365740741
291553.91,-0.273427046785774,Canute,1000Lux1,14-Dec-2023 02:56:02,1.15103587962963
173256.775,-0.313032631191127,Canute,1000Lux1,14-Dec-2023 03:01:02,1.15450810185186
359605.505,-0.250643543282571,Canute,1000Lux1,14-Dec-2023 03:06:02,1.15798032407408
999016.56,-0.0365703241085112,Canute,1000Lux1,14-Dec-2023 03:11:02,1.1614525462963
470559.742424242,-0.213496342588003,Canute,1000Lux1,14-Dec-2023 03:16:02,1.16491575087293
388083.31,-0.241109245519513,Canute,1000Lux1,14-Dec-2023 03:21:02,1.16839699459876
404382.485,-0.235652322566982,Canute,1000Lux1,14-Dec-2023 03:26:02,1.17186921296296
217960.048632219,-0.2980660871828,Canute,1000Lux1,14-Dec-2023 03:31:02,1.17455952380952
694730.757575758,-0.138444448374191,Canute,1000Lux1,14-Dec-2023 04:16:02,1.20781195442075
644154.65,-0.15537720247247,Canute,1000Lux1,14-Dec-2023 04:21:02,1.21006365740741
424518.791265475,-0.228910737680676,Canute,1000Lux1,14-Dec-2023 04:26:02,1.2134828370969
647121.190476191,-0.154384012153688,Canute,1000Lux1,14-Dec-2023 05:16:02,1.24937453530795
65561.945,-0.349088590446481,Canute,1000Lux1,14-Dec-2023 05:21:02,1.25173032407407
18397.06,-0.36487927577319,Canute,1000Lux1,14-Dec-2023 05:26:02,1.2552025462963
23411.2333219295,-0.363200543107985,Canute,1000Lux1,14-Dec-2023 05:31:02,1.25866687098491
655956.56,-0.151425952574073,Canute,1000Lux1,14-Dec-2023 05:36:02,1.26214699074074
479210.79,-0.210599993534778,Canute,1000Lux1,14-Dec-2023 05:41:02,1.26561921296296
371510.945,-0.246657631799567,Canute,1000Lux1,14-Dec-2023 05:46:02,1.26909143518519
162885.585,-0.316504879618182,Canute,1000Lux1,14-Dec-2023 05:51:02,1.27256365740741
127794.27,-0.328253363959138,Canute,1000Lux1,14-Dec-2023 05:56:02,1.27603587962963
517206.47,-0.19787913506869,Canute,1000Lux1,14-Dec-2023 06:01:02,1.27950810185185
264531.475,-0.282474090319251,Canute,1000Lux1,14-Dec-2023 06:06:02,1.28298032407408
826562.707267144,-0.0943074419215455,Canute,1000Lux1,14-Dec-2023 06:11:02,1.2864361447553
2008408.23767725,0.301371480554019,Canute,1000Lux1,14-Dec-2023 06:16:02,1.28992124393553
687275.065,-0.140940595568369,Canute,1000Lux1,14-Dec-2023 06:21:02,1.29339699074074
3396945.695,0.76625034229476,Canute,1000Lux1,14-Dec-2023 06:26:02,1.29686921296296
3254769.85,0.718650225609348,Canute,1000Lux1,14-Dec-2023 06:31:02,1.30034143518519
1336614.63,0.0764566638778783,Canute,1000Lux1,14-Dec-2023 06:36:02,1.30381365740741
2020512.73,0.305424034255957,Canute,1000Lux1,14-Dec-2023 06:41:02,1.30728587962963
3935008.02,0.946392260593355,Canute,1000Lux1,14-Dec-2023 06:46:02,1.31075810185186
2030298.1,0.308700151614781,Canute,1000Lux1,14-Dec-2023 06:51:02,1.31423032407407
32681.225,-0.360096973120066,Canute,1000Lux1,14-Dec-2023 06:56:02,1.3177025462963
180747.23,-0.310524845624409,Canute,1000Lux1,14-Dec-2023 07:01:02,1.32117476851852
131715.66,-0.326940492412153,Canute,1000Lux1,14-Dec-2023 07:06:02,1.32464699074074
295046.39,-0.272257773232158,Canute,1000Lux1,14-Dec-2023 07:11:02,1.32811921296296
95935.1328177539,-0.338919723264907,Canute,1000Lux1,14-Dec-2023 07:16:02,1.33159089033973
142073.165,-0.323472825688809,Canute,1000Lux1,14-Dec-2023 07:21:02,1.33506365740741
791035.33,-0.106201918816989,Canute,1000Lux1,14-Dec-2023 07:26:02,1.33853587962963
308479.786412764,-0.267760305770446,Canute,1000Lux1,14-Dec-2023 07:31:02,1.34139641829168
1072497.46385921,-0.0119691016023405,Canute,1000Lux1,14-Dec-2023 08:16:02,1.3740736012175
488286.07,-0.207561612528829,Canute,1000Lux1,14-Dec-2023 08:21:02,1.37673032407407
40576.195,-0.357453756944859,Canute,1000Lux1,14-Dec-2023 08:26:02,1.3802025462963
180923.065506653,-0.310465976337337,Canute,1000Lux1,14-Dec-2023 08:31:02,1.38366074418414
17419.39,-0.365206597239645,Canute,1000Lux1,14-Dec-2023 08:36:02,1.38714699074074
1794719.58,0.22982905335912,Canute,1000Lux1,14-Dec-2023 08:41:02,1.39061921296296
6068985.465,1.66084256251374,Canute,1000Lux1,14-Dec-2023 08:46:02,1.39409143518519
2107599.82,0.33458057379186,Canute,1000Lux1,14-Dec-2023 08:51:02,1.39756365740741
1524300.24,0.139293335860891,Canute,1000Lux1,14-Dec-2023 08:56:02,1.40103587962963
4161372.54,1.02217853473463,Canute,1000Lux1,14-Dec-2023 09:01:02,1.40450810185185
576546.925,-0.178012099411786,Canute,1000Lux1,14-Dec-2023 09:06:02,1.40798032407408
31665.73,-0.360436958301751,Canute,1000Lux1,14-Dec-2023 09:11:02,1.4114525462963
45363.365902965,-0.355851024120769,Canute,1000Lux1,14-Dec-2023 09:16:02,1.41492826647824
25843.57,-0.362386202882369,Canute,1000Lux1,14-Dec-2023 09:21:02,1.41839699074074
15807.025,-0.365746413001876,Canute,1000Lux1,14-Dec-2023 09:26:02,1.42186921296296
953672.082196453,-0.0517515416668656,Canute,1000Lux1,14-Dec-2023 09:31:02,1.42532582676469
46534.015,-0.355459093736135,Canute,1000Lux1,14-Dec-2023 09:36:02,1.42881365740741
38540.785,-0.358135207113153,Canute,1000Lux1,14-Dec-2023 09:41:02,1.43228587962963
141774.39,-0.323572854810231,Canute,1000Lux1,14-Dec-2023 09:46:02,1.43575810185186
53581.79,-0.353099516324286,Canute,1000Lux1,14-Dec-2023 09:51:02,1.43923032407408
2010099.72,0.301937784597681,Canute,1000Lux1,14-Dec-2023 09:56:02,1.4427025462963
533308.7,-0.192488148808715,Canute,1000Lux1,14-Dec-2023 10:01:02,1.44617476851852
321690.15,-0.263337509139913,Canute,1000Lux1,14-Dec-2023 10:06:02,1.44964699074074
345769.12,-0.255275930313605,Canute,1000Lux1,14-Dec-2023 10:11:02,1.45311921296296
4174173.81193124,1.02646436850371,Canute,1000Lux1,14-Dec-2023 10:16:02,1.45659722612316
3805777.165,0.903126094126361,Canute,1000Lux1,14-Dec-2023 10:21:02,1.46006365740741
3675579.18,0.859536134958506,Canute,1000Lux1,14-Dec-2023 10:26:02,1.46353587962963
2911181.18219038,0.603617600485698,Canute,1000Lux1,14-Dec-2023 10:31:02,1.4669893112577
50541.34,-0.35411745136646,Canute,1000Lux1,14-Dec-2023 10:36:02,1.47048032407407
28241.59,-0.361583351794592,Canute,1000Lux1,14-Dec-2023 10:41:02,1.4739525462963
305025.39,-0.268916829034473,Canute,1000Lux1,14-Dec-2023 10:46:02,1.47742476851852
211124.785,-0.300354516321162,Canute,1000Lux1,14-Dec-2023 10:51:02,1.48089699074074
2653304.835,0.517281245553749,Canute,1000Lux1,14-Dec-2023 10:56:02,1.48436921296296
4113021.14,1.00599060715872,Canute,1000Lux1,14-Dec-2023 11:01:02,1.48784143518519
582290.954868366,-0.176089012603484,Canute,1000Lux1,14-Dec-2023 11:06:02,1.49096238933773
124560.487804878,-0.329336026135846,Canute,1000Lux1,14-Dec-2023 11:16:02,1.49878420744992
187488.325,-0.308267943908176,Canute,1000Lux1,14-Dec-2023 11:21:02,1.50173032407407
63928.245,-0.349635549113257,Canute,1000Lux1,14-Dec-2023 11:26:02,1.5052025462963
61673.1034482759,-0.350390564854533,Canute,1000Lux1,14-Dec-2023 11:31:02,1.50866065503468
129106.925,-0.327813890353985,Canute,1000Lux1,14-Dec-2023 11:36:02,1.51214699074074
37119.585,-0.358611021312346,Canute,1000Lux1,14-Dec-2023 11:41:02,1.51561921296296
803340.015,-0.102082341108292,Canute,1000Lux1,14-Dec-2023 11:46:02,1.51909143518519
2949767.24,0.616536115963261,Canute,1000Lux1,14-Dec-2023 11:51:02,1.52256365740741
3745530.44,0.88295564154411,Canute,1000Lux1,14-Dec-2023 11:56:02,1.52603587962963
2375830.07,0.424383389442839,Canute,1000Lux1,14-Dec-2023 12:01:02,1.52950810185185
117341.48,-0.331752931861745,Canute,1000Lux1,14-Dec-2023 12:06:02,1.53298032407407
323511.955,-0.262727573390433,Canute,1000Lux1,14-Dec-2023 12:11:02,1.5364525462963
1252057.90697674,0.0481472848659725,Canute,1000Lux1,14-Dec-2023 12:16:02,1.53993488169244
3953305.205,0.952518112287886,Canute,1000Lux1,14-Dec-2023 12:21:02,1.54339699074074
5113451.33744856,1.34093213069362,Canute,1000Lux1,14-Dec-2023 12:26:02,1.54555850861149
46873.3216783217,-0.355345494710363,Canute,1000Lux1,14-Dec-2023 13:16:02,1.58192075829944
3684777.795,0.86261580821344,Canute,1000Lux1,14-Dec-2023 13:21:02,1.58506365740741
1378145.09433962,0.0903609592844949,Canute,1000Lux1,14-Dec-2023 13:26:02,1.58686124213837
454841.862745098,-0.218758649323542,Canute,1000Lux1,14-Dec-2023 14:16:02,1.62348902487648
3168125.695,0.689641979601673,Canute,1000Lux1,14-Dec-2023 14:21:02,1.62673032407407
326346.11,-0.261778705397388,Canute,1000Lux1,14-Dec-2023 14:26:02,1.6302025462963
65336.8893064571,-0.349163938528804,Canute,1000Lux1,14-Dec-2023 14:31:02,1.63364806352731
74048.6,-0.346247279615736,Canute,1000Lux1,14-Dec-2023 14:36:02,1.63714699074074
53937.94,-0.352980278196617,Canute,1000Lux1,14-Dec-2023 14:41:02,1.64061921296296
87413.235,-0.341772833302736,Canute,1000Lux1,14-Dec-2023 14:46:02,1.64409143518519
1965844.81,0.287121351610049,Canute,1000Lux1,14-Dec-2023 14:51:02,1.64756365740741
1740950.96,0.211827454100022,Canute,1000Lux1,14-Dec-2023 14:56:02,1.65103587962963
43573.72,-0.356450193085137,Canute,1000Lux1,14-Dec-2023 15:01:02,1.65450810185185
78320.53,-0.344817048155027,Canute,1000Lux1,14-Dec-2023 15:06:02,1.65798032407407
33581.545,-0.359795548239812,Canute,1000Lux1,14-Dec-2023 15:11:02,1.6614525462963
48068.8728129206,-0.354945227185945,Canute,1000Lux1,14-Dec-2023 15:16:02,1.66493895961069
1659064.255,0.184411990432591,Canute,1000Lux1,14-Dec-2023 15:21:02,1.66839699074074
3895052.07,0.93301510864271,Canute,1000Lux1,14-Dec-2023 15:26:02,1.67186921296296
1491887.00463499,0.128441465871822,Canute,1000Lux1,14-Dec-2023 15:31:02,1.67510361232708
1771782.77363606,0.22214986805648,Canute,1000Lux1,14-Dec-2023 16:16:02,1.70661986834344
124796.533180778,-0.329256998735404,Canute,1000Lux1,14-Dec-2023 16:21:02,1.70908623082465
74725.5371900826,-0.346020642740558,Canute,1000Lux1,14-Dec-2023 17:11:02,1.74645240281604
845441.62,-0.0879868292395695,Canute,1000Lux1,14-Dec-2023 17:16:02,1.74825813271605
2003111.87,0.29959826992569,Canute,1000Lux1,14-Dec-2023 17:21:02,1.75173032407407
1782849.585,0.22585500877331,Canute,1000Lux1,14-Dec-2023 17:26:02,1.7552025462963
2488462.89,0.462092575378093,Canute,1000Lux1,14-Dec-2023 17:31:02,1.75867476851852
2488811.475,0.462209280762716,Canute,1000Lux1,14-Dec-2023 17:36:02,1.76214699074074
502534.535,-0.202791262146259,Canute,1000Lux1,14-Dec-2023 17:41:02,1.76561921296296
1426392.99,0.106514233866823,Canute,1000Lux1,14-Dec-2023 17:46:02,1.76909143518519
5363518.275,1.42465391484487,Canute,1000Lux1,14-Dec-2023 17:51:02,1.77256365740741
267822.42,-0.281372290178691,Canute,1000Lux1,14-Dec-2023 17:56:02,1.77603587962963
98420.82,-0.338087521424163,Canute,1000Lux1,14-Dec-2023 18:01:02,1.77950810185185
283002.57,-0.276290013992451,Canute,1000Lux1,14-Dec-2023 18:06:02,1.78298032407407
329265.955832771,-0.26080114832823,Canute,1000Lux1,14-Dec-2023 18:11:02,1.78643680071676
715526.005,-0.131482251638902,Canute,1000Lux1,14-Dec-2023 18:16:02,1.78992479166667
265163.96,-0.282262335925938,Canute,1000Lux1,14-Dec-2023 18:21:02,1.79339699074074
50541.255,-0.354117479824247,Canute,1000Lux1,14-Dec-2023 18:26:02,1.79686921296296
713020.46,-0.132321101827276,Canute,1000Lux1,14-Dec-2023 18:31:02,1.80034143518519
188702.55,-0.307861424420408,Canute,1000Lux1,14-Dec-2023 18:36:02,1.80381365740741
170419.645,-0.313982495206717,Canute,1000Lux1,14-Dec-2023 18:41:02,1.80728587962963
78840.815,-0.344642858040597,Canute,1000Lux1,14-Dec-2023 18:46:02,1.81075810185185
409694.9,-0.233873739335201,Canute,1000Lux1,14-Dec-2023 18:51:02,1.81423032407407
217665.705,-0.298164632693391,Canute,1000Lux1,14-Dec-2023 18:56:02,1.81770254629629
1749655.98,0.214741872985656,Canute,1000Lux1,14-Dec-2023 19:01:02,1.82117476851852
2851802.02,0.583737605758436,Canute,1000Lux1,14-Dec-2023 19:06:02,1.82464699074074
789310.858585859,-0.106779267525793,Canute,1000Lux1,14-Dec-2023 19:11:02,1.82810734661429
86132.795,-0.342201521406602,Canute,1000Lux1,14-Dec-2023 19:16:02,1.83159145833334
44921.565,-0.355998937956153,Canute,1000Lux1,14-Dec-2023 19:21:02,1.83506365740741
101639.028141361,-0.337010073401634,Canute,1000Lux1,14-Dec-2023 19:26:02,1.8376840338375
269716.404056162,-0.280738189062052,Canute,1000Lux1,14-Dec-2023 20:11:02,1.8711513946669
781703.945,-0.109326043135269,Canute,1000Lux1,14-Dec-2023 20:16:02,1.87325811342593
1626819.42,0.1736165004638,Canute,1000Lux1,14-Dec-2023 20:21:02,1.87673032407407
337417.36,-0.258072078636328,Canute,1000Lux1,14-Dec-2023 20:26:02,1.88020254629629
152483.625,-0.319987429764144,Canute,1000Lux1,14-Dec-2023 20:31:02,1.88367476851852
226979.695328368,-0.295046332067591,Canute,1000Lux1,14-Dec-2023 20:36:02,1.88717196864264
850825.775,-0.0861842276355324,Canute,1000Lux1,14-Dec-2023 20:41:02,1.89061921296296
83130.17,-0.343206792733546,Canute,1000Lux1,14-Dec-2023 20:46:02,1.89409143518519
48222.2,-0.354893893627871,Canute,1000Lux1,14-Dec-2023 20:51:02,1.89756365740741
210023.185,-0.300723329241111,Canute,1000Lux1,14-Dec-2023 20:56:02,1.90103587962963
7719.36,-0.368454142980288,Canute,1000Lux1,14-Dec-2023 21:01:02,1.90450810185185
104361.13,-0.336098720519569,Canute,1000Lux1,14-Dec-2023 21:06:02,1.90798032407407
600304.217801753,-0.170058217305491,Canute,1000Lux1,14-Dec-2023 21:11:02,1.91144367257935
514685.965,-0.198722993827582,Canute,1000Lux1,14-Dec-2023 21:16:02,1.91492476851852
615122.475,-0.165097101922558,Canute,1000Lux1,14-Dec-2023 21:21:02,1.91839699074074
81790.145,-0.343655429746123,Canute,1000Lux1,14-Dec-2023 21:26:02,1.92186921296296
14122.41,-0.366310417883085,Canute,1000Lux1,14-Dec-2023 21:31:02,1.92534143518519
26516.773255814,-0.362160816119029,Canute,1000Lux1,14-Dec-2023 21:36:02,1.92885350958859
1685621.4,0.193303256039849,Canute,1000Lux1,14-Dec-2023 21:41:02,1.93228587962963
13220.73,-0.366612298087932,Canute,1000Lux1,14-Dec-2023 21:46:02,1.93575810185185
56639.835,-0.352075690520197,Canute,1000Lux1,14-Dec-2023 21:51:02,1.93923032407407
33825.835,-0.359713760559879,Canute,1000Lux1,14-Dec-2023 21:56:02,1.94270254629629
40301.22,-0.357545817885911,Canute,1000Lux1,14-Dec-2023 22:01:02,1.94617476851852
42410.24,-0.356839723274046,Canute,1000Lux1,14-Dec-2023 22:06:02,1.94964699074074
2916079.39419507,0.605257509592434,Canute,1000Lux1,14-Dec-2023 22:11:02,1.9531120001625
2964334.795,0.621413296878353,Canute,1000Lux1,14-Dec-2023 22:16:02,1.95659143518519
2088907.47,0.328322421845413,Canute,1000Lux1,14-Dec-2023 22:21:02,1.96006365740741
1988356.04,0.294658055012319,Canute,1000Lux1,14-Dec-2023 22:26:02,1.96353587962963
1592602.925,0.16216090366699,Canute,1000Lux1,14-Dec-2023 22:31:02,1.96700810185185
1870818.5755814,0.255306806414268,Canute,1000Lux1,14-Dec-2023 22:36:02,1.97051678399073
3519961.35,0.807435675373893,Canute,1000Lux1,14-Dec-2023 22:41:02,1.97395254629629
4464627.38,1.12370749536374,Canute,1000Lux1,14-Dec-2023 22:46:02,1.97742476851852
2418665.65,0.438724634302592,Canute,1000Lux1,14-Dec-2023 22:51:02,1.98089699074074
1823112.64,0.239334978708506,Canute,1000Lux1,14-Dec-2023 22:56:02,1.98436921296296
3750553.43,0.884637326011045,Canute,1000Lux1,14-Dec-2023 23:01:02,1.98784143518519
4272357.04,1.05933586726374,Canute,1000Lux1,14-Dec-2023 23:06:02,1.99131365740741
127281.231859602,-0.328425127843129,Canute,1000Lux1,14-Dec-2023 23:11:02,1.99478116679792
730185.445,-0.126574307856027,Canute,1000Lux1,14-Dec-2023 23:16:02,1.99825810185185
394801.795,-0.23885991357463,Canute,1000Lux1,14-Dec-2023 23:21:02,2.00173032407407
884807.84,-0.0748071174153595,Canute,1000Lux1,14-Dec-2023 23:26:02,2.00520254629629
753996.325,-0.118602484890021,Canute,1000Lux1,14-Dec-2023 23:31:02,2.00867476851852
1201917.15543515,0.03136028687715,Canute,1000Lux1,14-Dec-2023 23:36:02,2.01216643306869
840708.14,-0.0895715864838687,Canute,1000Lux1,14-Dec-2023 23:41:02,2.01561921296296
1333916.9,0.0755534706330219,Canute,1000Lux1,14-Dec-2023 23:46:02,2.01909143518519
2049174.39,0.315019886212367,Canute,1000Lux1,14-Dec-2023 23:51:02,2.02256365740741
164242.44,-0.316050607963773,Canute,1000Lux1,14-Dec-2023 23:56:02,2.02603587962963
63386.2,-0.349817024421167,Canute,1000Lux1,15-Dec-2023 00:01:02,2.02950810185185
22371.405,-0.363548675024884,Canute,1000Lux1,15-Dec-2023 00:06:02,2.03298032407407
146050.090909091,-0.322141360858606,Canute,1000Lux1,15-Dec-2023 00:11:02,2.03645076147275
4003758.315,0.96940968710597,Canute,1000Lux1,15-Dec-2023 00:16:02,2.03992476851852
1509281.675,0.134265157927801,Canute,1000Lux1,15-Dec-2023 00:21:02,2.04339699074074
63301.54,-0.349845368377052,Canute,1000Lux1,15-Dec-2023 00:26:02,2.04686921296296
29526.11,-0.361153297716948,Canute,1000Lux1,15-Dec-2023 00:31:02,2.05034143518519
504017.340604027,-0.20229482254519,Canute,1000Lux1,15-Dec-2023 00:36:02,2.05382093586876
4015010.87,0.973177014326772,Canute,1000Lux1,15-Dec-2023 00:41:02,2.05728587962963
1449939.86,0.114397666946305,Canute,1000Lux1,15-Dec-2023 00:46:02,2.06075810185185
48567.385,-0.354778326554729,Canute,1000Lux1,15-Dec-2023 00:51:02,2.06423032407407
43366.575,-0.356519544712136,Canute,1000Lux1,15-Dec-2023 00:56:02,2.06770254629629
42246.53,-0.356894532971871,Canute,1000Lux1,15-Dec-2023 01:01:02,2.07117476851852
279150.2,-0.277579777816365,Canute,1000Lux1,15-Dec-2023 01:06:02,2.07464699074074
1558831.41557128,0.150854286924537,Canute,1000Lux1,15-Dec-2023 01:11:02,2.07811946847421
2110141.745,0.335431603913085,Canute,1000Lux1,15-Dec-2023 01:16:02,2.08159143518519
1701934.685,0.198764902985027,Canute,1000Lux1,15-Dec-2023 01:21:02,2.08506365740741
90417.985,-0.340766850531116,Canute,1000Lux1,15-Dec-2023 01:26:02,2.08853587962963
18709.01,-0.364774835694779,Canute,1000Lux1,15-Dec-2023 01:31:02,2.09200810185185
50681.3152507677,-0.35407058800321,Canute,1000Lux1,15-Dec-2023 01:36:02,2.09550477731655
104647.495,-0.336002846235054,Canute,1000Lux1,15-Dec-2023 01:41:02,2.09895254629629
125583.08,-0.328993664831016,Canute,1000Lux1,15-Dec-2023 01:46:02,2.10242476851852
406381.6,-0.23498302387375,Canute,1000Lux1,15-Dec-2023 01:51:02,2.10589699074074
2039225.225,0.311688930697931,Canute,1000Lux1,15-Dec-2023 01:56:02,2.10936921296296
1538070.07,0.143903440444678,Canute,1000Lux1,15-Dec-2023 02:01:02,2.11284143518519
794922.465,-0.104900515758179,Canute,1000Lux1,15-Dec-2023 02:06:02,2.11631365740741
84459.7777777778,-0.342761643380869,Canute,1000Lux1,15-Dec-2023 02:11:02,2.11978817495947
26475.29,-0.362174704609139,Canute,1000Lux1,15-Dec-2023 02:16:02,2.12325810185185
1325882.19,0.0728634698559319,Canute,1000Lux1,15-Dec-2023 02:21:02,2.12673032407407
2452122.245,0.449925818483326,Canute,1000Lux1,15-Dec-2023 02:26:02,2.13020254629629
404821.51,-0.235505338096956,Canute,1000Lux1,15-Dec-2023 02:31:02,2.13367476851852
294147.777967841,-0.272558626289059,Canute,1000Lux1,15-Dec-2023 02:36:02,2.13717092884023
499251.07,-0.20389055800156,Canute,1000Lux1,15-Dec-2023 02:41:02,2.14061921296296
314443.22,-0.265763763146781,Canute,1000Lux1,15-Dec-2023 02:46:02,2.14409143518519
3546457.465,0.816306508290062,Canute,1000Lux1,15-Dec-2023 02:51:02,2.14756365740741
2432485.885,0.443351614354089,Canute,1000Lux1,15-Dec-2023 02:56:02,2.15103587962963
4470902.59,1.12580841994925,Canute,1000Lux1,15-Dec-2023 03:01:02,2.15450810185185
217529.28,-0.29821030744158,Canute,1000Lux1,15-Dec-2023 03:06:02,2.15798032407407
88408.9821066847,-0.341439459666255,Canute,1000Lux1,15-Dec-2023 03:11:02,2.16145804417685
1082698.15762538,-0.00855393488719202,Canute,1000Lux1,15-Dec-2023 03:16:02,2.16491239875153
2672634.175,0.523752660156223,Canute,1000Lux1,15-Dec-2023 03:21:02,2.16839699074074
226826.07,-0.295097765442622,Canute,1000Lux1,15-Dec-2023 03:26:02,2.17186921296296
93174.025,-0.339844135244355,Canute,1000Lux1,15-Dec-2023 03:31:02,2.17534143518519
4420766.02,1.10902282193007,Canute,1000Lux1,15-Dec-2023 03:36:02,2.17881365740741
3977389.275,0.960581398581416,Canute,1000Lux1,15-Dec-2023 03:41:02,2.18228587962963
1720405.185,0.204948780107318,Canute,1000Lux1,15-Dec-2023 03:46:02,2.18575810185185
704240.725,-0.135260535107712,Canute,1000Lux1,15-Dec-2023 03:51:02,2.18923032407407
71813.1,-0.346995719414706,Canute,1000Lux1,15-Dec-2023 03:56:02,2.19270254629629
670533.89,-0.146545499013471,Canute,1000Lux1,15-Dec-2023 04:01:02,2.19617476851852
1422635.395,0.105256200475451,Canute,1000Lux1,15-Dec-2023 04:06:02,2.19964699074074
22070.2242076871,-0.363649509599544,Canute,1000Lux1,15-Dec-2023 04:11:02,2.20312638529882
198613.295,-0.304543331825711,Canute,1000Lux1,15-Dec-2023 04:16:02,2.20659143518519
35964.69,-0.358997677264765,Canute,1000Lux1,15-Dec-2023 04:21:02,2.21006365740741
980008.124359412,-0.0429343007354768,Canute,1000Lux1,15-Dec-2023 04:26:02,2.21357000278379
2659330.06,0.51929847578759,Canute,1000Lux1,15-Dec-2023 04:31:02,2.21700810185185
3291539.915,0.730960751244206,Canute,1000Lux1,15-Dec-2023 04:36:02,2.22048032407407
927054.795,-0.0606629427308107,Canute,1000Lux1,15-Dec-2023 04:41:02,2.22395254629629
1257576.955,0.0499950483162217,Canute,1000Lux1,15-Dec-2023 04:46:02,2.22742476851852
1066569.29,-0.0139538393574053,Canute,1000Lux1,15-Dec-2023 04:51:02,2.23089699074074
627818.245,-0.160846589935721,Canute,1000Lux1,15-Dec-2023 04:56:02,2.23436921296296
237584.095,-0.291496005626779,Canute,1000Lux1,15-Dec-2023 05:01:02,2.23784143518519
356094.155,-0.251819134464908,Canute,1000Lux1,15-Dec-2023 05:06:02,2.24131365740741
94173.369199731,-0.339509557310135,Canute,1000Lux1,15-Dec-2023 05:11:02,2.24479312218237
1519618.1,0.13772576711996,Canute,1000Lux1,15-Dec-2023 05:16:02,2.24825810185185
1111501.65,0.00108940219287999,Canute,1000Lux1,15-Dec-2023 05:21:02,2.25173032407407
783413.55,-0.108753671664673,Canute,1000Lux1,15-Dec-2023 05:26:02,2.25520254629629
2516326.39069449,0.471421205598802,Canute,1000Lux1,15-Dec-2023 05:31:02,2.25865341211465
1049025.63,-0.0198274127698874,Canute,1000Lux1,15-Dec-2023 05:36:02,2.26214699074074
970194.335,-0.0462199328246274,Canute,1000Lux1,15-Dec-2023 05:41:02,2.26561921296296
680147.815,-0.143326781011094,Canute,1000Lux1,15-Dec-2023 05:46:02,2.26909143518519
1068815.415,-0.0132018423350557,Canute,1000Lux1,15-Dec-2023 05:51:02,2.27256365740741
314515.385,-0.26573960248559,Canute,1000Lux1,15-Dec-2023 05:56:02,2.27603587962963
335784.765,-0.258618667351873,Canute,1000Lux1,15-Dec-2023 06:01:02,2.27950810185185
462269.865,-0.216271772779409,Canute,1000Lux1,15-Dec-2023 06:06:02,2.28298032407407
458294.117945252,-0.217602842932132,Canute,1000Lux1,15-Dec-2023 06:11:02,2.28646688383212
1106994.61,-0.000419543506762535,Canute,1000Lux1,15-Dec-2023 06:16:02,2.28992476851852
2367838.71,0.421707902137135,Canute,1000Lux1,15-Dec-2023 06:21:02,2.29339699074074
